380.000;0.215;60.895;0.215
381.000;0.216;60.846;0.216
382.000;0.217;60.615;0.217
383.000;0.214;61.063;0.214
384.000;0.217;60.662;0.217
385.000;0.215;60.884;0.215
386.000;0.217;60.651;0.217
387.000;0.215;60.967;0.215
388.000;0.216;60.818;0.216
389.000;0.215;60.903;0.215
390.000;0.214;61.054;0.214
391.000;0.213;61.192;0.213
392.000;0.213;61.230;0.213
393.000;0.216;60.851;0.216
394.000;0.215;60.989;0.215
395.000;0.214;61.161;0.214
396.000;0.213;61.172;0.213
397.000;0.216;60.881;0.216
398.000;0.213;61.167;0.213
399.000;0.215;60.958;0.215
400.000;0.212;61.345;0.212
401.000;0.215;61.019;0.215
402.000;0.211;61.548;0.211
403.000;0.213;61.241;0.213
404.000;0.212;61.378;0.212
405.000;0.212;61.386;0.212
406.000;0.210;61.595;0.210
407.000;0.212;61.373;0.212
408.000;0.210;61.677;0.210
409.000;0.208;61.941;0.208
410.000;0.209;61.850;0.209
411.000;0.210;61.633;0.210
412.000;0.209;61.820;0.209
413.000;0.208;61.973;0.208
414.000;0.209;61.855;0.209
415.000;0.208;61.954;0.208
416.000;0.208;61.875;0.208
417.000;0.209;61.801;0.209
418.000;0.209;61.831;0.209
419.000;0.207;62.031;0.207
420.000;0.207;62.110;0.207
421.000;0.206;62.179;0.206
422.000;0.205;62.322;0.205
423.000;0.204;62.516;0.204
424.000;0.205;62.445;0.205
425.000;0.205;62.404;0.205
426.000;0.205;62.311;0.205
427.000;0.206;62.171;0.206
428.000;0.204;62.505;0.204
429.000;0.203;62.662;0.203
430.000;0.203;62.684;0.203
431.000;0.205;62.330;0.205
432.000;0.204;62.464;0.204
433.000;0.203;62.690;0.203
434.000;0.202;62.851;0.202
435.000;0.201;62.988;0.201
436.000;0.202;62.859;0.202
437.000;0.201;62.901;0.201
438.000;0.202;62.736;0.202
439.000;0.201;63.008;0.201
440.000;0.201;62.892;0.201
441.000;0.200;63.092;0.200
442.000;0.201;62.917;0.201
443.000;0.201;62.964;0.201
444.000;0.200;63.051;0.200
445.000;0.201;62.914;0.201
446.000;0.200;63.090;0.200
447.000;0.199;63.197;0.199
448.000;0.198;63.331;0.198
449.000;0.199;63.249;0.199
450.000;0.199;63.208;0.199
451.000;0.198;63.436;0.198
452.000;0.198;63.317;0.198
453.000;0.198;63.350;0.198
454.000;0.197;63.466;0.197
455.000;0.195;63.768;0.195
456.000;0.199;63.282;0.199
457.000;0.198;63.320;0.198
458.000;0.196;63.664;0.196
459.000;0.198;63.384;0.198
460.000;0.198;63.381;0.198
461.000;0.196;63.713;0.196
462.000;0.195;63.759;0.195
463.000;0.197;63.485;0.197
464.000;0.195;63.781;0.195
465.000;0.195;63.787;0.195
466.000;0.196;63.680;0.196
467.000;0.193;64.050;0.193
468.000;0.194;64.009;0.194
469.000;0.195;63.795;0.195
470.000;0.194;63.907;0.194
471.000;0.193;64.152;0.193
472.000;0.194;63.995;0.194
473.000;0.191;64.453;0.191
474.000;0.192;64.267;0.192
475.000;0.192;64.204;0.192
476.000;0.193;64.154;0.193
477.000;0.194;63.992;0.194
478.000;0.193;64.105;0.193
479.000;0.193;64.154;0.193
480.000;0.192;64.253;0.192
481.000;0.192;64.259;0.192
482.000;0.191;64.382;0.191
483.000;0.191;64.393;0.191
484.000;0.192;64.223;0.192
485.000;0.191;64.486;0.191
486.000;0.190;64.604;0.190
487.000;0.189;64.741;0.189
488.000;0.190;64.613;0.190
489.000;0.188;64.794;0.188
490.000;0.188;64.827;0.188
491.000;0.189;64.750;0.189
492.000;0.188;64.887;0.188
493.000;0.188;64.813;0.188
494.000;0.188;64.928;0.188
495.000;0.187;64.969;0.187
496.000;0.150;70.777;0.150
497.000;0.152;70.546;0.152
498.000;0.151;70.610;0.151
499.000;0.153;70.286;0.153
500.000;0.153;70.228;0.153
501.000;0.151;70.587;0.151
502.000;0.150;70.744;0.150
503.000;0.151;70.623;0.151
504.000;0.151;70.566;0.151
505.000;0.150;70.744;0.150
506.000;0.151;70.708;0.151
507.000;0.151;70.692;0.151
508.000;0.150;70.761;0.150
509.000;0.153;70.379;0.153
510.000;0.148;71.054;0.148
511.000;0.151;70.706;0.151
512.000;0.151;70.692;0.151
513.000;0.151;70.596;0.151
514.000;0.151;70.708;0.151
515.000;0.151;70.686;0.151
516.000;0.151;70.566;0.151
517.000;0.152;70.478;0.152
518.000;0.151;70.588;0.151
519.000;0.150;70.722;0.150
520.000;0.150;70.835;0.150
521.000;0.150;70.755;0.150
522.000;0.150;70.821;0.150
523.000;0.151;70.618;0.151
524.000;0.150;70.782;0.150
